"subject","block","trial","rt","switch","error","taskcode"
"1",1,1,9889,1,1,"life"
"1",1,2,1439,0,0,"life"
"1",1,3,1029,0,0,"life"
"1",1,4,766,0,0,"life"
"1",1,5,1952,1,0,"valence"
"1",1,6,1891,1,0,"life"
"1",1,7,902,0,0,"life"
"1",1,8,2131,1,0,"valence"
"1",1,9,4799,1,0,"life"
"1",1,10,1436,0,0,"life"
"1",1,11,1507,1,0,"valence"
"1",1,12,1526,0,0,"valence"
"1",1,13,4378,1,0,"life"
"1",1,14,2393,0,0,"life"
"1",1,15,1802,1,0,"valence"
"1",1,16,2498,1,0,"life"
"1",1,17,989,0,1,"life"
"1",1,18,2789,1,0,"valence"
"1",1,19,1653,0,0,"valence"
"1",1,20,1860,1,0,"life"
"1",1,21,1129,0,0,"life"
"1",1,22,1261,0,0,"life"
"1",1,23,1181,0,0,"life"
"1",1,24,1725,1,0,"valence"
"1",1,25,1865,0,0,"valence"
"1",1,26,2128,1,0,"life"
"1",1,27,4827,1,0,"valence"
"1",1,28,1062,0,0,"valence"
"1",1,29,3180,1,0,"life"
"1",1,30,2124,1,0,"valence"
"1",1,31,2568,1,0,"life"
"1",1,32,624,0,0,"life"
"1",1,33,1464,1,0,"valence"
"1",1,34,1006,0,0,"valence"
"1",1,35,887,1,0,"life"
"1",1,36,612,0,0,"life"
"1",1,37,1180,1,0,"valence"
"1",1,38,815,1,0,"life"
"1",1,39,832,0,0,"life"
"1",1,40,607,0,0,"life"
"1",1,41,711,0,0,"life"
"1",1,42,1629,1,0,"valence"
"1",1,43,1884,0,1,"valence"
"1",1,44,1841,0,0,"valence"
"1",1,45,2166,0,0,"valence"
"1",1,46,1201,0,0,"valence"
"1",1,47,1136,0,1,"valence"
"1",1,48,756,0,0,"valence"
"1",1,49,1094,1,0,"life"
"1",1,50,876,1,0,"valence"
"1",1,51,922,1,0,"life"
"1",1,52,1205,1,0,"valence"
"1",1,53,646,1,0,"life"
"1",1,54,687,0,0,"life"
"1",1,55,1555,1,0,"valence"
"1",1,56,646,0,0,"valence"
"1",1,57,1149,0,0,"valence"
"1",1,58,817,0,0,"valence"
"1",1,59,1168,0,0,"valence"
"1",1,60,1026,1,0,"life"
"1",1,61,3433,0,0,"life"
"1",1,62,2015,1,0,"valence"
"1",1,63,767,1,0,"life"
"1",1,64,753,0,0,"life"
"1",1,65,979,1,0,"valence"
"1",1,66,1342,1,0,"life"
"1",1,67,1896,1,0,"valence"
"1",1,68,2846,1,0,"life"
"1",1,69,2043,1,1,"valence"
"1",1,70,985,0,0,"valence"
"1",1,71,818,1,0,"life"
"1",1,72,4130,0,0,"life"
"1",1,73,1115,1,0,"valence"
"1",1,74,703,0,0,"valence"
"1",1,75,1268,0,1,"valence"
"1",1,76,833,0,0,"valence"
"1",1,77,1122,0,0,"valence"
"1",1,78,1445,0,0,"valence"
"1",2,1,7822,1,0,"life"
"1",2,2,1230,1,0,"valence"
"1",2,3,751,1,0,"life"
"1",2,4,1073,0,0,"life"
"1",2,5,1606,0,0,"life"
"1",2,6,663,0,0,"life"
"1",2,7,781,1,0,"valence"
"1",2,8,769,0,0,"valence"
"1",2,9,626,1,1,"life"
"1",2,10,1322,1,0,"valence"
"1",2,11,838,1,0,"life"
"1",2,12,2246,0,0,"life"
"1",2,13,3563,0,0,"life"
"1",2,14,779,1,0,"valence"
"1",2,15,1213,0,0,"valence"
"1",2,16,1597,1,0,"life"
"1",2,17,2046,1,0,"valence"
"1",2,18,876,1,0,"life"
"1",2,19,4184,1,0,"valence"
"1",2,20,848,1,0,"life"
"1",2,21,1438,1,0,"valence"
"1",2,22,981,0,0,"valence"
"1",2,23,2335,1,0,"life"
"1",2,24,834,1,0,"valence"
"1",2,25,1073,1,0,"life"
"1",2,26,2038,0,0,"life"
"1",2,27,1525,1,0,"valence"
"1",2,28,937,1,0,"life"
"1",2,29,1140,1,0,"valence"
"1",2,30,839,0,0,"valence"
"1",2,31,918,0,0,"valence"
"1",2,32,1553,1,1,"life"
"1",2,33,1316,1,0,"valence"
"1",2,34,1679,0,0,"valence"
"1",2,35,685,1,0,"life"
"1",2,36,546,0,0,"life"
"1",2,37,895,1,0,"valence"
"1",2,38,797,1,0,"life"
"1",2,39,1055,0,0,"life"
"1",2,40,2437,0,0,"life"
"1",2,41,658,0,0,"life"
"1",2,42,954,1,0,"valence"
"1",2,43,1029,0,0,"valence"
"1",2,44,685,0,0,"valence"
"1",2,45,658,0,0,"valence"
"1",2,46,633,0,0,"valence"
"1",2,47,688,1,0,"life"
"1",2,48,2214,1,0,"valence"
"1",2,49,701,0,0,"valence"
"1",2,50,770,0,0,"valence"
"1",2,51,979,1,0,"life"
"1",2,52,1102,1,0,"valence"
"1",2,53,738,1,0,"life"
"1",2,54,2197,0,0,"life"
"1",2,55,670,1,0,"valence"
"1",2,56,916,0,0,"valence"
"1",2,57,1953,1,1,"life"
"1",2,58,737,0,0,"life"
"1",2,59,3141,1,0,"valence"
"1",2,60,2647,1,0,"life"
"1",2,61,652,0,0,"life"
"1",2,62,1172,1,1,"valence"
"1",2,63,806,0,0,"valence"
"1",2,64,694,0,0,"valence"
"1",2,65,716,1,0,"life"
"1",2,66,1057,0,0,"life"
"1",2,67,1112,1,0,"valence"
"1",2,68,2093,0,0,"valence"
"1",2,69,713,1,0,"life"
"1",2,70,877,1,0,"valence"
"1",2,71,587,1,0,"life"
"1",2,72,885,0,0,"life"
"1",2,73,818,1,1,"valence"
"1",2,74,3266,1,0,"life"
"1",2,75,590,0,0,"life"
"1",2,76,1815,1,0,"valence"
"1",2,77,1136,1,0,"life"
"1",2,78,1394,1,0,"valence"
"1",3,1,8576,1,0,"life"
"1",3,2,6690,1,0,"valence"
"1",3,3,2514,1,0,"life"
"1",3,4,3279,1,0,"valence"
"1",3,5,2075,0,0,"valence"
"1",3,6,631,1,0,"life"
"1",3,7,560,0,0,"life"
"1",3,8,508,0,0,"life"
"1",3,9,809,1,0,"valence"
"1",3,10,697,0,0,"valence"
"1",3,11,496,0,0,"valence"
"1",3,12,1053,1,0,"life"
"1",3,13,1475,0,0,"life"
"1",3,14,778,0,0,"life"
"1",3,15,908,0,0,"life"
"1",3,16,905,1,0,"valence"
"1",3,17,837,1,0,"life"
"1",3,18,1318,0,0,"life"
"1",3,19,1698,0,0,"life"
"1",3,20,815,0,0,"life"
"1",3,21,687,0,0,"life"
"1",3,22,869,1,0,"valence"
"1",3,23,724,1,0,"life"
"1",3,24,1912,1,0,"valence"
"1",3,25,972,0,0,"valence"
"1",3,26,598,0,0,"valence"
"1",3,27,1247,1,0,"life"
"1",3,28,1199,1,0,"valence"
"1",3,29,1008,0,0,"valence"
"1",3,30,615,1,0,"life"
"1",3,31,848,0,1,"life"
"1",3,32,639,0,0,"life"
"1",3,33,727,1,0,"valence"
"1",3,34,621,0,0,"valence"
"1",3,35,1477,1,0,"life"
"1",3,36,1066,0,0,"life"
"1",3,37,1936,1,0,"valence"
"1",3,38,642,1,0,"life"
"1",3,39,1625,0,0,"life"
"1",3,40,1529,1,0,"valence"
"1",3,41,828,0,0,"valence"
"1",3,42,940,1,0,"life"
"1",3,43,1895,1,0,"valence"
"1",3,44,2763,1,0,"life"
"1",3,45,1308,1,0,"valence"
"1",3,46,1160,0,0,"valence"
"1",3,47,681,1,0,"life"
"1",3,48,864,1,0,"valence"
"1",3,49,879,0,1,"valence"
"1",3,50,1196,1,0,"life"
"1",3,51,1214,0,0,"life"
"1",3,52,1839,0,0,"life"
"1",3,53,869,1,0,"valence"
"1",3,54,915,1,0,"life"
"1",3,55,656,1,0,"valence"
"1",3,56,614,1,0,"life"
"1",3,57,1071,0,0,"life"
"1",3,58,597,1,0,"valence"
"1",3,59,591,0,0,"valence"
"1",3,60,633,0,0,"valence"
"1",3,61,705,0,0,"valence"
"1",3,62,678,0,0,"valence"
"1",3,63,619,1,1,"life"
"1",3,64,1333,0,0,"life"
"1",3,65,993,1,0,"valence"
"1",3,66,1386,0,0,"valence"
"1",3,67,1826,1,0,"life"
"1",3,68,793,1,0,"valence"
"1",3,69,1066,0,0,"valence"
"1",3,70,1425,1,0,"life"
"1",3,71,967,0,0,"life"
"1",3,72,2161,1,0,"valence"
"1",3,73,1148,1,0,"life"
"1",3,74,976,0,0,"life"
"1",3,75,1321,1,0,"valence"
"1",3,76,949,0,0,"valence"
"1",3,77,816,1,0,"life"
"1",3,78,1648,1,0,"valence"
"1",4,1,4878,0,0,"valence"
"1",4,2,904,0,0,"valence"
"1",4,3,693,0,0,"valence"
"1",4,4,1321,1,0,"life"
"1",4,5,1270,1,0,"valence"
"1",4,6,755,1,0,"life"
"1",4,7,838,0,0,"life"
"1",4,8,789,1,0,"valence"
"1",4,9,1158,0,0,"valence"
"1",4,10,2904,0,0,"valence"
"1",4,11,1138,1,1,"life"
"1",4,12,1046,0,0,"life"
"1",4,13,1245,1,0,"valence"
"1",4,14,2923,1,0,"life"
"1",4,15,598,1,0,"valence"
"1",4,16,1824,1,0,"life"
"1",4,17,567,0,0,"life"
"1",4,18,1233,1,0,"valence"
"1",4,19,736,1,0,"life"
"1",4,20,707,0,0,"life"
"1",4,21,663,0,0,"life"
"1",4,22,607,0,0,"life"
"1",4,23,775,0,0,"life"
"1",4,24,715,0,0,"life"
"1",4,25,639,1,0,"valence"
"1",4,26,695,0,0,"valence"
"1",4,27,619,1,0,"life"
"1",4,28,837,0,0,"life"
"1",4,29,1236,1,0,"valence"
"1",4,30,1202,1,0,"life"
"1",4,31,1108,1,0,"valence"
"1",4,32,1271,0,1,"valence"
"1",4,33,886,0,0,"valence"
"1",4,34,707,0,0,"valence"
"1",4,35,616,1,0,"life"
"1",4,36,721,1,0,"valence"
"1",4,37,644,0,0,"valence"
"1",4,38,603,0,0,"valence"
"1",4,39,693,0,0,"valence"
"1",4,40,714,1,1,"life"
"1",4,41,671,1,0,"valence"
"1",4,42,997,1,0,"life"
"1",4,43,895,0,0,"life"
"1",4,44,604,0,0,"life"
"1",4,45,597,0,0,"life"
"1",4,46,911,1,0,"valence"
"1",4,47,1468,0,0,"valence"
"1",4,48,1058,1,0,"life"
"1",4,49,1144,1,0,"valence"
"1",4,50,683,1,0,"life"
"1",4,51,1744,0,0,"life"
"1",4,52,665,1,0,"valence"
"1",4,53,1361,0,0,"valence"
"1",4,54,1387,0,0,"valence"
"1",4,55,723,1,0,"life"
"1",4,56,1000,1,0,"valence"
"1",4,57,1105,1,0,"life"
"1",4,58,598,0,0,"life"
"1",4,59,944,0,0,"life"
"1",4,60,619,0,0,"life"
"1",4,61,787,0,0,"life"
"1",4,62,901,1,0,"valence"
"1",4,63,1090,0,0,"valence"
"1",4,64,743,0,0,"valence"
"1",4,65,3370,0,0,"valence"
"1",4,66,913,0,0,"valence"
"1",4,67,750,1,0,"life"
"1",4,68,690,1,0,"valence"
"1",4,69,615,0,0,"valence"
"1",4,70,784,1,0,"life"
"1",4,71,883,1,0,"valence"
"1",4,72,768,0,0,"valence"
"1",4,73,1186,1,0,"life"
"1",4,74,723,1,0,"valence"
"1",4,75,774,0,0,"valence"
"1",4,76,682,0,0,"valence"
"1",4,77,576,1,0,"life"
"1",4,78,586,0,0,"life"
"1",5,1,3415,1,0,"valence"
"1",5,2,846,1,0,"life"
"1",5,3,1518,0,0,"life"
"1",5,4,1121,1,0,"valence"
"1",5,5,740,0,0,"valence"
"1",5,6,632,1,0,"life"
"1",5,7,608,1,0,"valence"
"1",5,8,826,1,0,"life"
"1",5,9,1993,1,0,"valence"
"1",5,10,794,1,0,"life"
"1",5,11,1341,1,0,"valence"
"1",5,12,807,1,0,"life"
"1",5,13,743,1,0,"valence"
"1",5,14,1116,0,0,"valence"
"1",5,15,673,0,0,"valence"
"1",5,16,791,1,0,"life"
"1",5,17,856,1,0,"valence"
"1",5,18,630,1,0,"life"
"1",5,19,2797,0,1,"life"
"1",5,20,1069,0,0,"life"
"1",5,21,817,1,1,"valence"
"1",5,22,979,1,0,"life"
"1",5,23,749,0,0,"life"
"1",5,24,592,0,0,"life"
"1",5,25,1786,0,0,"life"
"1",5,26,1106,1,0,"valence"
"1",5,27,679,1,0,"life"
"1",5,28,733,0,0,"life"
"1",5,29,673,1,0,"valence"
"1",5,30,551,1,0,"life"
"1",5,31,785,1,0,"valence"
"1",5,32,692,1,0,"life"
"1",5,33,1849,1,0,"valence"
"1",5,34,735,1,0,"life"
"1",5,35,724,0,0,"life"
"1",5,36,1063,1,0,"valence"
"1",5,37,1118,1,0,"life"
"1",5,38,1074,1,0,"valence"
"1",5,39,616,1,0,"life"
"1",5,40,754,0,0,"life"
"1",5,41,660,1,0,"valence"
"1",5,42,827,0,0,"valence"
"1",5,43,778,1,0,"life"
"1",5,44,1053,0,0,"life"
"1",5,45,1155,1,0,"valence"
"1",5,46,999,0,0,"valence"
"1",5,47,848,0,0,"valence"
"1",5,48,815,0,0,"valence"
"1",5,49,719,0,0,"valence"
"1",5,50,900,0,0,"valence"
"1",5,51,1504,0,0,"valence"
"1",5,52,565,1,0,"life"
"1",5,53,1152,1,0,"valence"
"1",5,54,1842,0,0,"valence"
"1",5,55,952,1,0,"life"
"1",5,56,659,0,0,"life"
"1",5,57,554,0,0,"life"
"1",5,58,646,0,0,"life"
"1",5,59,814,1,0,"valence"
"1",5,60,575,1,0,"life"
"1",5,61,794,1,0,"valence"
"1",5,62,747,0,0,"valence"
"1",5,63,623,1,0,"life"
"1",5,64,631,1,0,"valence"
"1",5,65,975,0,0,"valence"
"1",5,66,648,0,0,"valence"
"1",5,67,624,0,0,"valence"
"1",5,68,616,1,0,"life"
"1",5,69,704,1,0,"valence"
"1",5,70,628,0,0,"valence"
"1",5,71,622,0,0,"valence"
"1",5,72,886,1,0,"life"
"1",5,73,658,0,0,"life"
"1",5,74,618,0,0,"life"
"1",5,75,577,0,0,"life"
"1",5,76,812,1,0,"valence"
"1",5,77,1022,1,0,"life"
"1",5,78,1094,1,0,"valence"
"1",6,1,3373,1,0,"life"
"1",6,2,805,0,0,"life"
"1",6,3,966,1,0,"valence"
"1",6,4,1935,0,0,"valence"
"1",6,5,882,1,0,"life"
"1",6,6,688,0,0,"life"
"1",6,7,629,0,0,"life"
"1",6,8,894,1,1,"valence"
"1",6,9,1148,0,0,"valence"
"1",6,10,495,0,0,"valence"
"1",6,11,637,1,0,"life"
"1",6,12,1364,0,0,"life"
"1",6,13,719,0,0,"life"
"1",6,14,819,0,0,"life"
"1",6,15,675,1,0,"valence"
"1",6,16,554,0,0,"valence"
"1",6,17,1124,1,1,"life"
"1",6,18,679,1,0,"valence"
"1",6,19,575,0,0,"valence"
"1",6,20,761,0,0,"valence"
"1",6,21,988,1,0,"life"
"1",6,22,965,0,0,"life"
"1",6,23,2223,1,0,"valence"
"1",6,24,534,1,0,"life"
"1",6,25,690,1,1,"valence"
"1",6,26,920,1,0,"life"
"1",6,27,885,1,0,"valence"
"1",6,28,963,1,0,"life"
"1",6,29,1181,1,0,"valence"
"1",6,30,847,1,0,"life"
"1",6,31,622,1,0,"valence"
"1",6,32,486,1,0,"life"
"1",6,33,964,1,0,"valence"
"1",6,34,1006,1,0,"life"
"1",6,35,647,1,0,"valence"
"1",6,36,2078,1,1,"life"
"1",6,37,571,0,0,"life"
"1",6,38,549,0,0,"life"
"1",6,39,1088,1,0,"valence"
"1",6,40,757,0,0,"valence"
"1",6,41,1240,0,0,"valence"
"1",6,42,1079,1,0,"life"
"1",6,43,1388,0,0,"life"
"1",6,44,790,1,0,"valence"
"1",6,45,663,1,0,"life"
"1",6,46,1406,1,0,"valence"
"1",6,47,1861,1,0,"life"
"1",6,48,732,1,0,"valence"
"1",6,49,976,1,0,"life"
"1",6,50,522,0,0,"life"
"1",6,51,775,1,0,"valence"
"1",6,52,665,0,0,"valence"
"1",6,53,527,0,0,"valence"
"1",6,54,636,1,0,"life"
"1",6,55,628,1,0,"valence"
"1",6,56,572,0,0,"valence"
"1",6,57,822,0,0,"valence"
"1",6,58,2230,1,0,"life"
"1",6,59,653,0,0,"life"
"1",6,60,691,1,0,"valence"
"1",6,61,602,0,0,"valence"
"1",6,62,2403,1,0,"life"
"1",6,63,610,0,0,"life"
"1",6,64,570,0,0,"life"
"1",6,65,966,0,1,"life"
"1",6,66,1024,1,0,"valence"
"1",6,67,616,0,0,"valence"
"1",6,68,1328,0,0,"valence"
"1",6,69,588,1,0,"life"
"1",6,70,917,1,0,"valence"
"1",6,71,626,1,0,"life"
"1",6,72,858,1,0,"valence"
"1",6,73,777,1,0,"life"
"1",6,74,970,1,0,"valence"
"1",6,75,2307,1,0,"life"
"1",6,76,1079,1,0,"valence"
"1",6,77,749,0,0,"valence"
"1",6,78,593,0,0,"valence"
"2",1,1,2119,1,0,"valence"
"2",1,2,1249,0,0,"valence"
"2",1,3,1631,1,0,"life"
"2",1,4,2064,0,0,"life"
"2",1,5,908,0,0,"life"
"2",1,6,2202,1,0,"valence"
"2",1,7,865,0,0,"valence"
"2",1,8,1312,0,0,"valence"
"2",1,9,1643,1,0,"life"
"2",1,10,1019,0,0,"life"
"2",1,11,2355,1,1,"valence"
"2",1,12,1604,1,0,"life"
"2",1,13,2403,1,0,"valence"
"2",1,14,1907,1,0,"life"
"2",1,15,1703,0,0,"life"
"2",1,16,1810,0,0,"life"
"2",1,17,1322,0,0,"life"
"2",1,18,1557,1,1,"valence"
"2",1,19,855,0,1,"valence"
"2",1,20,726,0,0,"valence"
"2",1,21,1737,1,0,"life"
"2",1,22,946,0,0,"life"
"2",1,23,718,0,0,"life"
"2",1,24,722,0,0,"life"
"2",1,25,2198,1,0,"valence"
"2",1,26,654,0,0,"valence"
"2",1,27,885,1,0,"life"
"2",1,28,674,0,0,"life"
"2",1,29,2039,1,0,"valence"
"2",1,30,647,0,0,"valence"
"2",1,31,1407,1,0,"life"
"2",1,32,1223,1,0,"valence"
"2",1,33,919,1,0,"life"
"2",1,34,1203,0,1,"life"
"2",1,35,1203,1,0,"valence"
"2",1,36,1251,0,0,"valence"
"2",1,37,913,1,0,"life"
"2",1,38,637,0,0,"life"
"2",1,39,1093,1,0,"valence"
"2",1,40,1611,1,0,"life"
"2",1,41,1626,1,0,"valence"
"2",1,42,1978,1,0,"life"
"2",1,43,1692,1,0,"valence"
"2",1,44,1336,1,0,"life"
"2",1,45,979,1,0,"valence"
"2",1,46,1052,1,0,"life"
"2",1,47,1380,1,0,"valence"
"2",1,48,1101,0,1,"valence"
"2",1,49,627,0,0,"valence"
"2",1,50,2683,0,1,"valence"
"2",1,51,1999,1,0,"life"
"2",1,52,911,1,0,"valence"
"2",1,53,1420,0,0,"valence"
"2",1,54,1027,0,0,"valence"
"2",1,55,779,1,1,"life"
"2",1,56,940,0,0,"life"
"2",1,57,903,0,0,"life"
"2",1,58,1860,0,0,"life"
"2",1,59,1513,1,0,"valence"
"2",1,60,1837,1,0,"life"
"2",1,61,1043,1,0,"valence"
"2",1,62,1450,1,1,"life"
"2",1,63,929,1,0,"valence"
"2",1,64,2189,0,0,"valence"
"2",1,65,581,0,0,"valence"
"2",1,66,1343,1,0,"life"
"2",1,67,553,0,0,"life"
"2",1,68,789,1,0,"valence"
"2",1,69,2805,1,1,"life"
"2",1,70,1428,1,0,"valence"
"2",1,71,2571,0,0,"valence"
"2",1,72,820,0,0,"valence"
"2",1,73,1237,0,0,"valence"
"2",1,74,2276,1,0,"life"
"2",1,75,1112,1,0,"valence"
"2",1,76,1981,1,0,"life"
"2",1,77,781,1,0,"valence"
"2",1,78,1119,1,1,"life"
"2",2,1,2062,0,0,"life"
"2",2,2,2027,1,0,"valence"
"2",2,3,2025,1,0,"life"
"2",2,4,953,1,0,"valence"
"2",2,5,1060,0,0,"valence"
"2",2,6,1306,1,0,"life"
"2",2,7,2070,0,0,"life"
"2",2,8,1267,1,0,"valence"
"2",2,9,928,0,0,"valence"
"2",2,10,1692,0,0,"valence"
"2",2,11,1641,1,0,"life"
"2",2,12,904,0,0,"life"
"2",2,13,2547,1,0,"valence"
"2",2,14,1374,1,0,"life"
"2",2,15,1399,0,0,"life"
"2",2,16,1648,0,0,"life"
"2",2,17,1534,1,1,"valence"
"2",2,18,912,1,0,"life"
"2",2,19,1710,1,0,"valence"
"2",2,20,826,0,0,"valence"
"2",2,21,538,0,0,"valence"
"2",2,22,950,1,0,"life"
"2",2,23,913,0,0,"life"
"2",2,24,606,0,0,"life"
"2",2,25,1046,1,0,"valence"
"2",2,26,1357,0,1,"valence"
"2",2,27,823,0,0,"valence"
"2",2,28,1222,0,0,"valence"
"2",2,29,2103,1,0,"life"
"2",2,30,1442,0,0,"life"
"2",2,31,488,0,0,"life"
"2",2,32,1319,1,0,"valence"
"2",2,33,2258,0,0,"valence"
"2",2,34,1351,1,1,"life"
"2",2,35,881,0,0,"life"
"2",2,36,1022,0,0,"life"
"2",2,37,2551,1,1,"valence"
"2",2,38,2432,1,1,"life"
"2",2,39,1406,1,0,"valence"
"2",2,40,774,1,0,"life"
"2",2,41,1112,1,0,"valence"
"2",2,42,1404,1,0,"life"
"2",2,43,1652,1,0,"valence"
"2",2,44,865,0,0,"valence"
"2",2,45,736,0,0,"valence"
"2",2,46,1235,0,0,"valence"
"2",2,47,1187,1,0,"life"
"2",2,48,1364,0,0,"life"
"2",2,49,2110,0,0,"life"
"2",2,50,2585,0,0,"life"
"2",2,51,1041,1,0,"valence"
"2",2,52,648,0,0,"valence"
"2",2,53,1728,1,0,"life"
"2",2,54,730,0,0,"life"
"2",2,55,1310,0,0,"life"
"2",2,56,1226,0,0,"life"
"2",2,57,618,1,0,"valence"
"2",2,58,753,1,0,"life"
"2",2,59,693,1,0,"valence"
"2",2,60,762,1,0,"life"
"2",2,61,397,0,0,"life"
"2",2,62,1263,1,0,"valence"
"2",2,63,2269,1,0,"life"
"2",2,64,2466,1,0,"valence"
"2",2,65,591,0,1,"valence"
"2",2,66,664,0,0,"valence"
"2",2,67,575,0,0,"valence"
"2",2,68,521,0,0,"valence"
"2",2,69,1445,1,0,"life"
"2",2,70,620,0,0,"life"
"2",2,71,836,1,0,"valence"
"2",2,72,659,0,0,"valence"
"2",2,73,1113,1,0,"life"
"2",2,74,1071,1,0,"valence"
"2",2,75,804,1,0,"life"
"2",2,76,980,1,0,"valence"
"2",2,77,815,1,0,"life"
"2",2,78,799,1,0,"valence"
"2",3,1,1807,1,0,"life"
"2",3,2,711,1,0,"valence"
"2",3,3,1226,0,0,"valence"
"2",3,4,858,1,1,"life"
"2",3,5,935,0,0,"life"
"2",3,6,1028,1,0,"valence"
"2",3,7,1707,1,0,"life"
"2",3,8,1912,0,0,"life"
"2",3,9,620,0,0,"life"
"2",3,10,835,0,0,"life"
"2",3,11,451,0,0,"life"
"2",3,12,1155,0,0,"life"
"2",3,13,581,0,0,"life"
"2",3,14,1071,0,0,"life"
"2",3,15,740,1,0,"valence"
"2",3,16,809,0,0,"valence"
"2",3,17,953,0,0,"valence"
"2",3,18,980,0,0,"valence"
"2",3,19,1213,1,0,"life"
"2",3,20,510,0,0,"life"
"2",3,21,1882,1,0,"valence"
"2",3,22,1775,0,1,"valence"
"2",3,23,1049,1,0,"life"
"2",3,24,960,0,0,"life"
"2",3,25,1402,1,0,"valence"
"2",3,26,1011,0,0,"valence"
"2",3,27,1131,1,0,"life"
"2",3,28,719,1,0,"valence"
"2",3,29,1268,1,1,"life"
"2",3,30,561,0,0,"life"
"2",3,31,877,1,0,"valence"
"2",3,32,746,0,0,"valence"
"2",3,33,814,0,0,"valence"
"2",3,34,975,1,0,"life"
"2",3,35,1099,1,0,"valence"
"2",3,36,591,0,0,"valence"
"2",3,37,1112,1,0,"life"
"2",3,38,829,1,1,"valence"
"2",3,39,638,0,0,"valence"
"2",3,40,726,1,0,"life"
"2",3,41,649,0,0,"life"
"2",3,42,737,0,0,"life"
"2",3,43,3028,1,0,"valence"
"2",3,44,618,0,1,"valence"
"2",3,45,675,1,0,"life"
"2",3,46,874,0,0,"life"
"2",3,47,616,0,0,"life"
"2",3,48,1312,1,0,"valence"
"2",3,49,638,1,0,"life"
"2",3,50,470,0,0,"life"
"2",3,51,452,0,1,"life"
"2",3,52,1315,1,0,"valence"
"2",3,53,799,1,0,"life"
"2",3,54,1040,1,0,"valence"
"2",3,55,567,0,0,"valence"
"2",3,56,481,0,0,"valence"
"2",3,57,656,0,0,"valence"
"2",3,58,726,1,0,"life"
"2",3,59,810,1,0,"valence"
"2",3,60,618,0,0,"valence"
"2",3,61,658,0,0,"valence"
"2",3,62,809,1,0,"life"
"2",3,63,698,1,1,"valence"
"2",3,64,479,0,0,"valence"
"2",3,65,1037,0,0,"valence"
"2",3,66,581,0,0,"valence"
"2",3,67,815,1,0,"life"
"2",3,68,767,0,0,"life"
"2",3,69,1378,0,0,"life"
"2",3,70,795,1,0,"valence"
"2",3,71,702,0,0,"valence"
"2",3,72,1329,0,0,"valence"
"2",3,73,1374,1,1,"life"
"2",3,74,1303,1,0,"valence"
"2",3,75,804,1,0,"life"
"2",3,76,1589,0,0,"life"
"2",3,77,565,0,0,"life"
"2",3,78,1009,1,0,"valence"
"2",4,1,1704,1,1,"life"
"2",4,2,1235,1,1,"valence"
"2",4,3,1570,0,0,"valence"
"2",4,4,1395,1,0,"life"
"2",4,5,763,1,0,"valence"
"2",4,6,1183,0,0,"valence"
"2",4,7,736,0,0,"valence"
"2",4,8,1330,0,0,"valence"
"2",4,9,719,0,0,"valence"
"2",4,10,674,0,0,"valence"
"2",4,11,1738,1,0,"life"
"2",4,12,629,1,0,"valence"
"2",4,13,525,0,1,"valence"
"2",4,14,473,0,0,"valence"
"2",4,15,775,0,1,"valence"
"2",4,16,1609,1,0,"life"
"2",4,17,633,0,0,"life"
"2",4,18,1184,1,1,"valence"
"2",4,19,1297,0,0,"valence"
"2",4,20,990,1,0,"life"
"2",4,21,1254,1,1,"valence"
"2",4,22,1046,0,1,"valence"
"2",4,23,1197,0,0,"valence"
"2",4,24,557,0,0,"valence"
"2",4,25,728,1,0,"life"
"2",4,26,555,0,1,"life"
"2",4,27,439,0,0,"life"
"2",4,28,838,1,0,"valence"
"2",4,29,838,0,0,"valence"
"2",4,30,999,1,0,"life"
"2",4,31,848,1,1,"valence"
"2",4,32,1007,0,0,"valence"
"2",4,33,1416,0,0,"valence"
"2",4,34,672,0,0,"valence"
"2",4,35,677,0,0,"valence"
"2",4,36,763,0,0,"valence"
"2",4,37,1341,0,0,"valence"
"2",4,38,633,0,0,"valence"
"2",4,39,737,0,0,"valence"
"2",4,40,852,1,0,"life"
"2",4,41,595,0,0,"life"
"2",4,42,1660,1,0,"valence"
"2",4,43,698,1,0,"life"
"2",4,44,1727,0,1,"life"
"2",4,45,650,0,0,"life"
"2",4,46,688,0,0,"life"
"2",4,47,1670,1,0,"valence"
"2",4,48,548,0,0,"valence"
"2",4,49,575,1,0,"life"
"2",4,50,411,0,0,"life"
"2",4,51,524,0,0,"life"
"2",4,52,744,0,0,"life"
"2",4,53,508,0,0,"life"
"2",4,54,1352,0,1,"life"
"2",4,55,579,0,0,"life"
"2",4,56,1246,1,1,"valence"
"2",4,57,1661,1,0,"life"
"2",4,58,1002,0,0,"life"
"2",4,59,611,0,0,"life"
"2",4,60,589,0,0,"life"
"2",4,61,551,0,1,"life"
"2",4,62,897,0,0,"life"
"2",4,63,1406,1,0,"valence"
"2",4,64,758,1,0,"life"
"2",4,65,985,1,0,"valence"
"2",4,66,1410,1,1,"life"
"2",4,67,617,0,0,"life"
"2",4,68,867,0,0,"life"
"2",4,69,801,1,0,"valence"
"2",4,70,913,0,0,"valence"
"2",4,71,621,1,1,"life"
"2",4,72,695,0,0,"life"
"2",4,73,1197,1,1,"valence"
"2",4,74,1342,0,0,"valence"
"2",4,75,504,1,0,"life"
"2",4,76,710,1,0,"valence"
