"subject","block","trial","rt","switch","error","taskcode"
"13",3,24,576,1,0,"life"
"13",3,25,474,0,1,"life"
"13",3,26,552,0,1,"life"
"13",3,27,579,1,0,"valence"
"13",3,28,605,1,1,"life"
"13",3,29,597,1,0,"valence"
"13",3,30,576,0,0,"valence"
"13",3,31,554,0,0,"valence"
"13",3,32,437,0,0,"valence"
"13",3,33,484,0,1,"valence"
"13",3,34,513,0,0,"valence"
"13",3,35,799,0,0,"valence"
"13",3,36,431,1,0,"life"
"13",3,37,463,0,1,"life"
"13",3,38,575,0,1,"life"
"13",3,39,538,0,1,"life"
"13",3,40,533,1,0,"valence"
"13",3,41,592,0,0,"valence"
"13",3,42,473,1,1,"life"
"13",3,43,585,1,0,"valence"
"13",3,44,579,1,0,"life"
"13",3,45,557,0,1,"life"
"13",3,46,536,1,1,"valence"
"13",3,47,516,1,1,"life"
"13",3,48,720,1,1,"valence"
"13",3,49,612,0,1,"valence"
"13",3,50,685,0,0,"valence"
"13",3,51,514,1,1,"life"
"13",3,52,494,1,0,"valence"
"13",3,53,653,1,1,"life"
"13",3,54,564,1,0,"valence"
"13",3,55,591,0,0,"valence"
"13",3,56,472,0,0,"valence"
"13",3,57,646,1,0,"life"
"13",3,58,590,1,0,"valence"
"13",3,59,568,0,0,"valence"
"13",3,60,610,0,1,"valence"
"13",3,61,587,0,0,"valence"
"13",3,62,564,0,0,"valence"
"13",3,63,447,0,0,"valence"
"13",3,64,367,1,0,"life"
"13",3,65,706,1,0,"valence"
"13",3,66,678,0,0,"valence"
"13",3,67,540,1,1,"life"
"13",3,68,456,0,1,"life"
"13",3,69,598,0,1,"life"
"13",3,70,623,1,0,"valence"
"13",3,71,537,1,1,"life"
"13",3,72,437,0,1,"life"
"13",3,73,564,0,1,"life"
"13",3,74,510,0,1,"life"
"13",3,75,508,0,1,"life"
"13",3,76,441,1,0,"valence"
"13",3,77,632,1,1,"life"
"13",3,78,576,1,1,"valence"
"13",4,1,819,0,0,"valence"
"13",4,2,803,1,1,"life"
"13",4,3,643,1,1,"valence"
"13",4,4,570,1,1,"life"
"13",4,5,693,0,1,"life"
"13",4,6,650,1,0,"valence"
"13",4,7,529,0,0,"valence"
"13",4,8,397,0,1,"valence"
"13",4,9,449,0,1,"valence"
"13",4,10,656,1,0,"life"
"13",4,11,710,1,0,"valence"
"13",4,12,634,0,0,"valence"
"13",4,13,530,0,0,"valence"
"13",4,14,591,0,0,"valence"
"13",4,15,504,0,0,"valence"
"13",4,16,597,0,0,"valence"
"13",4,17,558,1,1,"life"
"13",4,18,665,0,1,"life"
"13",4,19,528,1,1,"valence"
"13",4,20,524,1,0,"life"
"13",4,21,648,1,0,"valence"
"13",4,22,479,1,0,"life"
"13",4,23,526,0,1,"life"
"13",4,24,538,1,0,"valence"
"13",4,25,533,1,1,"life"
"13",4,26,449,0,1,"life"
"13",4,27,385,0,1,"life"
"13",4,28,611,1,0,"valence"
"13",4,29,524,0,0,"valence"
"13",4,30,457,1,1,"life"
"13",4,31,680,0,0,"life"
"13",4,32,765,1,0,"valence"
"13",4,33,449,0,0,"valence"
"13",4,34,623,1,1,"life"
"13",4,35,424,0,1,"life"
"13",4,36,554,1,0,"valence"
"13",4,37,565,1,1,"life"
"13",4,38,463,0,0,"life"
"13",4,39,527,1,0,"valence"
"13",4,40,539,0,0,"valence"
"13",4,41,519,0,1,"valence"
"13",4,42,515,1,0,"life"
"13",4,43,479,0,1,"life"
"13",4,44,591,0,1,"life"
"13",4,45,457,1,1,"valence"
"13",4,46,456,0,1,"valence"
"13",4,47,534,0,1,"valence"
"13",4,48,515,0,0,"valence"
"13",4,49,463,1,1,"life"
"13",4,50,479,0,1,"life"
"13",4,51,574,1,0,"valence"
"13",4,52,456,1,1,"life"
"13",4,53,487,1,0,"valence"
"13",4,54,549,1,1,"life"
"13",4,55,608,0,0,"life"
"13",4,56,618,1,0,"valence"
"13",4,57,466,1,1,"life"
"13",4,58,576,0,1,"life"
"13",4,59,458,0,1,"life"
"13",4,60,489,0,1,"life"
"13",4,61,663,0,0,"life"
"13",4,62,749,1,0,"valence"
"13",4,63,609,0,0,"valence"
"13",4,64,506,0,0,"valence"
"13",4,65,454,0,1,"valence"
"13",4,66,566,1,1,"life"
"13",4,67,496,0,1,"life"
"13",4,68,541,1,0,"valence"
"13",4,69,505,1,1,"life"
"13",4,70,503,0,1,"life"
"13",4,71,516,1,1,"valence"
"13",4,72,656,0,0,"valence"
"13",4,73,518,0,0,"valence"
"13",4,74,499,1,1,"life"
"13",4,75,465,1,1,"valence"
"13",4,76,511,1,1,"life"
"13",4,77,494,0,1,"life"
"13",4,78,474,1,0,"valence"
"13",5,1,3158,0,0,"valence"
"13",5,2,536,1,1,"life"
"13",5,3,515,1,0,"valence"
"13",5,4,528,1,1,"life"
"13",5,5,875,0,1,"life"
"13",5,6,602,1,1,"valence"
"13",5,7,691,1,1,"life"
"13",5,8,456,0,0,"life"
"13",5,9,407,1,0,"valence"
"13",5,10,552,0,0,"valence"
"13",5,11,530,1,1,"life"
"13",5,12,480,1,0,"valence"
"13",5,13,398,0,1,"valence"
"13",5,14,480,1,1,"life"
"13",5,15,462,1,0,"valence"
"13",5,16,525,1,1,"life"
"13",5,17,489,1,0,"valence"
"13",5,18,439,1,1,"life"
"13",5,19,454,1,0,"valence"
"13",5,20,502,0,0,"valence"
"13",5,21,499,0,0,"valence"
"13",5,22,383,0,0,"valence"
"13",5,23,402,1,1,"life"
"13",5,24,498,1,1,"valence"
"13",5,25,561,0,0,"valence"
"13",5,26,380,1,1,"life"
"13",5,27,622,1,0,"valence"
"13",5,28,422,0,1,"valence"
"13",5,29,630,1,1,"life"
"13",5,30,542,0,1,"life"
"13",5,31,521,0,1,"life"
"13",5,32,486,1,0,"valence"
"13",5,33,468,0,0,"valence"
"13",5,34,564,0,1,"valence"
"13",5,35,623,1,1,"life"
"13",5,36,423,1,0,"valence"
"13",5,37,599,0,0,"valence"
"13",5,38,464,1,1,"life"
"13",5,39,398,0,1,"life"
"13",5,40,608,1,0,"valence"
"13",5,41,441,1,1,"life"
"13",5,42,537,0,1,"life"
"13",5,43,436,1,0,"valence"
"13",5,44,436,0,0,"valence"
"13",5,45,404,0,1,"valence"
"13",5,46,501,1,1,"life"
"13",5,47,449,0,1,"life"
"13",5,48,402,1,1,"valence"
"13",5,49,515,1,1,"life"
"13",5,50,624,1,1,"valence"
"13",5,51,632,1,1,"life"
"13",5,52,416,0,0,"life"
"13",5,53,592,0,0,"life"
"13",5,54,505,0,1,"life"
"13",5,55,422,0,1,"life"
"13",5,56,472,1,1,"valence"
"13",5,57,454,0,0,"valence"
"13",5,58,565,1,1,"life"
"13",5,59,512,1,0,"valence"
"13",5,60,429,0,1,"valence"
"13",5,61,525,0,1,"valence"
"13",5,62,522,1,1,"life"
"13",5,63,406,0,1,"life"
"13",5,64,503,0,1,"life"
"13",5,65,419,0,1,"life"
"13",5,66,628,0,1,"life"
"13",5,67,478,0,1,"life"
"13",5,68,492,0,0,"life"
"13",5,69,473,1,0,"valence"
"13",5,70,504,1,0,"life"
"13",5,71,454,1,1,"valence"
"13",5,72,885,1,1,"life"
"13",5,73,514,1,0,"valence"
"13",5,74,479,1,1,"life"
"13",5,75,508,1,1,"valence"
"13",5,76,809,0,0,"valence"
"13",5,77,569,0,0,"valence"
"13",5,78,595,0,0,"valence"
"13",6,1,1479,1,1,"life"
"13",6,2,654,0,1,"life"
"13",6,3,581,1,0,"valence"
"13",6,4,447,0,0,"valence"
"13",6,5,542,1,1,"life"
"13",6,6,586,1,0,"valence"
"13",6,7,516,0,0,"valence"
"13",6,8,529,0,0,"valence"
"13",6,9,494,1,1,"life"
"13",6,10,427,1,1,"valence"
"13",6,11,508,0,0,"valence"
"13",6,12,442,1,1,"life"
"13",6,13,553,1,0,"valence"
"13",6,14,549,0,0,"valence"
"13",6,15,1135,1,1,"life"
"13",6,16,468,1,0,"valence"
"13",6,17,370,1,1,"life"
"13",6,18,1188,0,1,"life"
"13",6,19,806,1,1,"valence"
"13",6,20,439,1,1,"life"
"13",6,21,598,0,1,"life"
"13",6,22,576,1,0,"valence"
"13",6,23,522,0,1,"valence"
"13",6,24,534,0,0,"valence"
"13",6,25,625,0,0,"valence"
"13",6,26,635,0,0,"valence"
"13",6,27,515,0,0,"valence"
"13",6,28,527,1,1,"life"
"13",6,29,555,0,1,"life"
"13",6,30,438,0,0,"life"
"13",6,31,646,1,0,"valence"
"13",6,32,461,1,1,"life"
"13",6,33,413,0,1,"life"
"13",6,34,430,1,0,"valence"
"13",6,35,558,1,0,"life"
"13",6,36,521,1,1,"valence"
"13",6,37,693,1,0,"life"
"13",6,38,538,0,1,"life"
"13",6,39,517,0,1,"life"
"13",6,40,482,1,0,"valence"
"13",6,41,560,0,0,"valence"
"13",6,42,428,0,0,"valence"
"13",6,43,460,0,1,"valence"
"13",6,44,475,1,1,"life"
"13",6,45,409,0,0,"life"
"13",6,46,554,0,1,"life"
"13",6,47,501,1,0,"valence"
"13",6,48,561,1,1,"life"
"13",6,49,541,1,0,"valence"
"13",6,50,600,1,1,"life"
"13",6,51,530,1,1,"valence"
"13",6,52,526,1,1,"life"
"13",6,53,682,0,0,"life"
"13",6,54,464,1,0,"valence"
"13",6,55,431,1,1,"life"
"13",6,56,559,0,1,"life"
"13",6,57,617,0,1,"life"
"13",6,58,659,1,0,"valence"
"13",6,59,537,1,1,"life"
"13",6,60,532,0,1,"life"
"13",6,61,432,1,1,"valence"
"13",6,62,481,0,0,"valence"
"13",6,63,622,0,1,"valence"
"13",6,64,470,0,0,"valence"
"13",6,65,629,1,0,"life"
"13",6,66,477,0,1,"life"
"13",6,67,507,0,1,"life"
"13",6,68,584,0,1,"life"
"13",6,69,530,1,0,"valence"
"13",6,70,382,1,0,"life"
"13",6,71,399,0,1,"life"
"13",6,72,529,1,0,"valence"
"13",6,73,558,1,1,"life"
"13",6,74,505,1,1,"valence"
"13",6,75,453,0,0,"valence"
"13",6,76,469,0,0,"valence"
"13",6,77,435,0,0,"valence"
"13",6,78,514,0,0,"valence"
"14",1,1,1673,1,0,"valence"
"14",1,2,1800,1,0,"life"
"14",1,3,2912,1,0,"valence"
"14",1,4,1194,0,1,"valence"
"14",1,5,763,1,0,"life"
"14",1,6,1118,1,1,"valence"
"14",1,7,1889,1,0,"life"
"14",1,8,917,1,0,"valence"
"14",1,9,945,1,0,"life"
"14",1,10,2732,0,0,"life"
"14",1,11,1790,1,1,"valence"
"14",1,12,1702,1,0,"life"
"14",1,13,1489,1,0,"valence"
"14",1,14,1430,1,0,"life"
"14",1,15,1053,0,0,"life"
"14",1,16,675,0,0,"life"
"14",1,17,713,0,0,"life"
"14",1,18,1630,1,0,"valence"
"14",1,19,1341,0,0,"valence"
"14",1,20,2327,1,1,"life"
"14",1,21,1354,1,0,"valence"
"14",1,22,1396,1,0,"life"
"14",1,23,1004,0,0,"life"
"14",1,24,1381,1,1,"valence"
"14",1,25,2414,1,1,"life"
"14",1,26,973,0,0,"life"
"14",1,27,871,0,0,"life"
"14",1,28,2356,0,0,"life"
"14",1,29,1541,1,0,"valence"
"14",1,30,1224,0,0,"valence"
"14",1,31,1335,0,0,"valence"
"14",1,32,1537,0,0,"valence"
"14",1,33,1172,0,0,"valence"
"14",1,34,3237,1,0,"life"
"14",1,35,3090,0,1,"life"
"14",1,36,1253,1,0,"valence"
"14",1,37,1635,0,0,"valence"
"14",1,38,897,1,0,"life"
"14",1,39,926,0,0,"life"
"14",1,40,2409,1,0,"valence"
"14",1,41,1448,1,0,"life"
"14",1,42,2719,1,0,"valence"
"14",1,43,1281,0,0,"valence"
"14",1,44,910,1,0,"life"
"14",1,45,1914,1,0,"valence"
"14",1,46,2318,1,0,"life"
"14",1,47,2080,1,0,"valence"
"14",1,48,1117,0,0,"valence"
"14",1,49,1184,0,0,"valence"
"14",1,50,561,0,0,"valence"
"14",1,51,1660,0,0,"valence"
"14",1,52,2842,1,0,"life"
"14",1,53,694,1,0,"valence"
"14",1,54,892,0,1,"valence"
"14",1,55,1211,1,0,"life"
"14",1,56,2955,0,0,"life"
"14",1,57,1859,1,0,"valence"
"14",1,58,2873,0,0,"valence"
"14",1,59,1572,1,0,"life"
"14",1,60,1029,0,0,"life"
"14",1,61,1245,0,0,"life"
"14",1,62,3420,1,1,"valence"
"14",1,63,1632,1,0,"life"
"14",1,64,1423,1,0,"valence"
"14",1,65,1575,0,1,"valence"
"14",1,66,1192,1,0,"life"
"14",1,67,905,1,1,"valence"
"14",1,68,1157,1,1,"life"
"14",1,69,919,0,0,"life"
"14",1,70,883,1,0,"valence"
"14",1,71,1472,1,0,"life"
"14",1,72,1221,1,0,"valence"
"14",1,73,789,0,0,"valence"
"14",1,74,1974,1,0,"life"
"14",1,75,711,0,0,"life"
"14",1,76,1339,1,1,"valence"
"14",1,77,854,0,0,"valence"
"14",1,78,1220,1,0,"life"
"14",2,1,5233,0,0,"life"
"14",2,2,894,0,0,"life"
"14",2,3,2363,1,0,"valence"
"14",2,4,844,0,0,"valence"
"14",2,5,1083,0,0,"valence"
"14",2,6,1664,1,0,"life"
"14",2,7,1069,0,0,"life"
"14",2,8,836,1,0,"valence"
"14",2,9,2307,1,0,"life"
"14",2,10,1830,1,0,"valence"
"14",2,11,845,1,0,"life"
"14",2,12,1516,0,0,"life"
"14",2,13,1808,0,0,"life"
"14",2,14,791,1,0,"valence"
"14",2,15,1400,1,0,"life"
"14",2,16,1585,1,0,"valence"
"14",2,17,1154,1,0,"life"
"14",2,18,1316,0,0,"life"
"14",2,19,2224,0,0,"life"
"14",2,20,742,0,0,"life"
"14",2,21,522,1,1,"valence"
"14",2,22,1062,0,0,"valence"
"14",2,23,860,0,0,"valence"
"14",2,24,1050,1,0,"life"
"14",2,25,865,0,0,"life"
"14",2,26,1055,1,1,"valence"
"14",2,27,1221,0,1,"valence"
"14",2,28,949,1,0,"life"
"14",2,29,1008,1,1,"valence"
"14",2,30,1256,1,0,"life"
"14",2,31,854,1,1,"valence"
"14",2,32,949,0,0,"valence"
"14",2,33,1087,1,1,"life"
"14",2,34,805,1,0,"valence"
"14",2,35,918,1,0,"life"
"14",2,36,993,1,0,"valence"
"14",2,37,682,0,0,"valence"
"14",2,38,736,0,0,"valence"
"14",2,39,980,1,0,"life"
"14",2,40,925,1,0,"valence"
"14",2,41,873,1,0,"life"
"14",2,42,1335,1,0,"valence"
"14",2,43,1840,1,0,"life"
"14",2,44,919,1,0,"valence"
"14",2,45,770,0,0,"valence"
"14",2,46,2196,1,1,"life"
"14",2,47,4044,1,1,"valence"
"14",2,48,1592,1,1,"life"
"14",2,49,760,0,0,"life"
"14",2,50,2203,1,0,"valence"
"14",2,51,1218,1,0,"life"
"14",2,52,1266,0,0,"life"
"14",2,53,1392,1,0,"valence"
"14",2,54,1208,1,0,"life"
"14",2,55,728,0,0,"life"
"14",2,56,748,0,0,"life"
"14",2,57,1264,1,1,"valence"
"14",2,58,750,0,0,"valence"
"14",2,59,1584,1,0,"life"
"14",2,60,993,1,0,"valence"
"14",2,61,1354,0,1,"valence"
"14",2,62,964,0,0,"valence"
"14",2,63,1263,1,0,"life"
"14",2,64,973,1,0,"valence"
"14",2,65,694,1,0,"life"
"14",2,66,716,0,0,"life"
"14",2,67,1408,0,0,"life"
"14",2,68,1880,1,0,"valence"
"14",2,69,893,0,0,"valence"
"14",2,70,1034,0,1,"valence"
"14",2,71,2465,1,0,"life"
"14",2,72,782,0,0,"life"
"14",2,73,1424,1,1,"valence"
"14",2,74,1063,1,0,"life"
"14",2,75,733,1,0,"valence"
"14",2,76,768,0,0,"valence"
"14",2,77,770,0,0,"valence"
"14",2,78,1284,1,0,"life"
"14",3,1,4503,1,0,"valence"
"14",3,2,1024,1,0,"life"
"14",3,3,3207,1,1,"valence"
"14",3,4,1077,1,0,"life"
"14",3,5,1723,0,0,"life"
"14",3,6,534,0,0,"life"
"14",3,7,1201,1,0,"valence"
"14",3,8,737,0,0,"valence"
"14",3,9,596,1,0,"life"
"14",3,10,638,0,0,"life"
"14",3,11,645,1,0,"valence"
"14",3,12,1244,0,1,"valence"
"14",3,13,2843,1,0,"life"
"14",3,14,472,0,0,"life"
"14",3,15,678,1,1,"valence"
"14",3,16,684,0,0,"valence"
"14",3,17,1586,1,0,"life"
"14",3,18,690,1,0,"valence"
"14",3,19,599,1,0,"life"
"14",3,20,960,0,0,"life"
"14",3,21,666,0,1,"life"
"14",3,22,1440,1,0,"valence"
"14",3,23,839,1,0,"life"
"14",3,24,917,0,0,"life"
"14",3,25,784,0,0,"life"
"14",3,26,688,1,0,"valence"
"14",3,27,934,0,1,"valence"
"14",3,28,561,0,0,"valence"
"14",3,29,507,0,0,"valence"
"14",3,30,1160,1,1,"life"
"14",3,31,2362,1,0,"valence"
"14",3,32,3659,1,0,"life"
"14",3,33,647,0,0,"life"
"14",3,34,718,0,0,"life"
"14",3,35,1218,1,0,"valence"
"14",3,36,1921,1,1,"life"
"14",3,37,1157,0,0,"life"
"14",3,38,1159,0,0,"life"
"14",3,39,729,1,0,"valence"
"14",3,40,509,0,0,"valence"
"14",3,41,538,1,0,"life"
"14",3,42,870,0,0,"life"
"14",3,43,547,0,0,"life"
"14",3,44,750,0,0,"life"
"14",3,45,658,1,1,"valence"
"14",3,46,617,1,0,"life"
"14",3,47,673,0,0,"life"
"14",3,48,919,0,0,"life"
"14",3,49,1986,0,0,"life"
"14",3,50,2274,1,0,"valence"
"14",3,51,3207,1,0,"life"
"14",3,52,709,1,0,"valence"
"14",3,53,490,0,0,"valence"
"14",3,54,583,0,0,"valence"
"14",3,55,513,0,0,"valence"
"14",3,56,863,0,0,"valence"
"14",3,57,766,1,0,"life"
"14",3,58,1087,1,0,"valence"
"14",3,59,1123,0,0,"valence"
"14",3,60,951,0,1,"valence"
"14",3,61,1569,1,0,"life"
"14",3,62,930,1,0,"valence"
"14",3,63,942,0,1,"valence"
"14",3,64,1113,0,0,"valence"
"14",3,65,1165,0,0,"valence"
"14",3,66,1231,1,1,"life"
"14",3,67,2462,1,0,"valence"
"14",3,68,907,1,0,"life"
"14",3,69,1528,0,0,"life"
"14",3,70,907,1,1,"valence"
"14",3,71,919,0,0,"valence"
"14",3,72,819,0,0,"valence"
"14",3,73,754,1,0,"life"
"14",3,74,1478,1,0,"valence"
"14",3,75,763,1,0,"life"
"14",3,76,685,0,0,"life"
"14",3,77,788,0,0,"life"
"14",3,78,1460,1,0,"valence"
"14",4,1,4275,0,0,"valence"
"14",4,2,981,0,0,"valence"
"14",4,3,720,0,0,"valence"
"14",4,4,628,0,1,"valence"
"14",4,5,715,0,0,"valence"
"14",4,6,449,0,1,"valence"
"14",4,7,1088,1,0,"life"
"14",4,8,1429,1,0,"valence"
"14",4,9,716,0,0,"valence"
"14",4,10,576,0,0,"valence"
"14",4,11,2330,1,0,"life"
"14",4,12,813,1,0,"valence"
"14",4,13,1037,0,0,"valence"
"14",4,14,516,0,0,"valence"
"14",4,15,528,0,0,"valence"
"14",4,16,556,0,0,"valence"
"14",4,17,711,0,0,"valence"
"14",4,18,716,0,0,"valence"
"14",4,19,752,1,0,"life"
"14",4,20,659,0,0,"life"
"14",4,21,2457,1,0,"valence"
"14",4,22,998,1,0,"life"
"14",4,23,2287,0,0,"life"
"14",4,24,867,0,1,"life"
"14",4,25,1697,0,0,"life"
"14",4,26,1165,1,1,"valence"
"14",4,27,782,1,0,"life"
"14",4,28,847,0,0,"life"
"14",4,29,879,1,0,"valence"
"14",4,30,668,1,0,"life"
"14",4,31,802,1,1,"valence"
"14",4,32,723,0,0,"valence"
"14",4,33,1062,1,0,"life"
"14",4,34,814,0,0,"life"
"14",4,35,1230,1,1,"valence"
"14",4,36,958,0,0,"valence"
"14",4,37,1992,1,0,"life"
"14",4,38,3480,1,0,"valence"
"14",4,39,1179,1,1,"life"
"14",4,40,716,1,0,"valence"
"14",4,41,1761,1,0,"life"
"14",4,42,603,1,0,"valence"
"14",4,43,596,1,1,"life"
"14",4,44,1389,0,0,"life"
"14",4,45,645,1,1,"valence"
"14",4,46,861,1,0,"life"
"14",4,47,2315,1,0,"valence"
"14",4,48,958,1,0,"life"
"14",4,49,697,1,1,"valence"
"14",4,50,1406,0,0,"valence"
"14",4,51,630,1,0,"life"
"14",4,52,2142,1,0,"valence"
"14",4,53,840,0,0,"valence"
"14",4,54,807,1,0,"life"
"14",4,55,871,0,0,"life"
"14",4,56,3941,0,0,"life"
"14",4,57,775,0,0,"life"
"14",4,58,615,0,0,"life"
"14",4,59,960,0,0,"life"
"14",4,60,522,1,0,"valence"
"14",4,61,822,1,0,"life"
"14",4,62,1190,0,0,"life"
"14",4,63,2295,1,0,"valence"
"14",4,64,1163,0,0,"valence"
"14",4,65,813,1,0,"life"
"14",4,66,909,0,0,"life"
"14",4,67,553,0,0,"life"
"14",4,68,3093,1,0,"valence"
"14",4,69,552,0,0,"valence"
"14",4,70,2115,1,0,"life"
"14",4,71,1278,0,0,"life"
"14",4,72,2108,1,0,"valence"
"14",4,73,870,1,0,"life"
"14",4,74,501,1,0,"valence"
"14",4,75,1010,0,1,"valence"
"14",4,76,858,1,0,"life"
"14",4,77,1897,1,0,"valence"
"14",4,78,1149,1,0,"life"
"14",5,1,5592,0,0,"life"
"14",5,2,948,1,1,"valence"
"14",5,3,719,0,0,"valence"
"14",5,4,1203,1,0,"life"
"14",5,5,2067,0,1,"life"
"14",5,6,1343,0,0,"life"
"14",5,7,617,1,0,"valence"
"14",5,8,672,1,0,"life"
"14",5,9,887,1,1,"valence"
"14",5,10,980,1,0,"life"
"14",5,11,1102,1,0,"valence"
"14",5,12,706,1,0,"life"
"14",5,13,855,1,0,"valence"
"14",5,14,933,0,1,"valence"
"14",5,15,704,0,0,"valence"
"14",5,16,661,1,0,"life"
"14",5,17,844,0,0,"life"
"14",5,18,1243,0,0,"life"
"14",5,19,986,0,0,"life"
"14",5,20,643,0,0,"life"
"14",5,21,859,1,1,"valence"
"14",5,22,1513,1,0,"life"
"14",5,23,749,1,1,"valence"
"14",5,24,704,1,0,"life"
"14",5,25,613,1,0,"valence"
"14",5,26,461,0,0,"valence"
"14",5,27,988,1,0,"life"
"14",5,28,1045,1,0,"valence"
"14",5,29,1196,0,0,"valence"
"14",5,30,1389,0,1,"valence"
"14",5,31,774,1,0,"life"
"14",5,32,1015,0,0,"life"
"14",5,33,975,1,0,"valence"
"14",5,34,714,0,0,"valence"
"14",5,35,1055,1,0,"life"
"14",5,36,790,0,0,"life"
"14",5,37,1367,1,0,"valence"
"14",5,38,961,1,0,"life"
"14",5,39,2267,0,0,"life"
"14",5,40,1473,0,1,"life"
"14",5,41,1766,0,0,"life"
"14",5,42,528,1,1,"valence"
"14",5,43,444,0,1,"valence"
"14",5,44,731,1,0,"life"
"14",5,45,527,1,0,"valence"
"14",5,46,2747,1,0,"life"
"14",5,47,557,1,0,"valence"
"14",5,48,726,1,0,"life"
"14",5,49,890,0,0,"life"
"14",5,50,599,0,0,"life"
"14",5,51,1264,1,0,"valence"
"14",5,52,542,0,0,"valence"
"14",5,53,777,0,1,"valence"
"14",5,54,571,0,0,"valence"
"14",5,55,869,1,0,"life"
"14",5,56,707,0,0,"life"
"14",5,57,855,0,0,"life"
"14",5,58,871,0,0,"life"
"14",5,59,741,1,0,"valence"
"14",5,60,1176,0,0,"valence"
"14",5,61,665,1,0,"life"
"14",5,62,847,1,0,"valence"
"14",5,63,847,1,1,"life"
"14",5,64,718,1,0,"valence"
"14",5,65,706,0,0,"valence"
"14",5,66,998,1,0,"life"
"14",5,67,816,1,0,"valence"
"14",5,68,752,0,0,"valence"
"14",5,69,674,1,0,"life"
"14",5,70,666,1,0,"valence"
"14",5,71,512,0,0,"valence"
"14",5,72,508,0,0,"valence"
"14",5,73,1114,1,0,"life"
"14",5,74,654,0,0,"life"
"14",5,75,1989,1,1,"valence"
"14",5,76,1254,1,1,"life"
"14",5,77,741,1,0,"valence"
"14",5,78,825,0,0,"valence"
"14",6,1,1422,1,0,"life"
"14",6,2,3111,0,0,"life"
"14",6,3,777,1,0,"valence"
"14",6,4,570,0,1,"valence"
"14",6,5,550,0,0,"valence"
"14",6,6,561,0,0,"valence"
"14",6,7,747,1,1,"life"
"14",6,8,1887,0,0,"life"
"14",6,9,739,0,0,"life"
"14",6,10,583,0,0,"life"
"14",6,11,448,1,0,"valence"
"14",6,12,1152,1,0,"life"
"14",6,13,2467,0,0,"life"
"14",6,14,497,1,1,"valence"
"14",6,15,654,1,0,"life"
"14",6,16,837,0,0,"life"
"14",6,17,1236,1,1,"valence"
"14",6,18,2947,0,0,"valence"
"14",6,19,667,0,0,"valence"
"14",6,20,722,1,0,"life"
"14",6,21,437,1,0,"valence"
"14",6,22,468,0,0,"valence"
"14",6,23,1108,0,0,"valence"
"14",6,24,585,1,0,"life"
"14",6,25,3347,1,1,"valence"
"14",6,26,1675,0,1,"valence"
"14",6,27,1498,1,0,"life"
"14",6,28,1182,0,0,"life"
"14",6,29,624,1,0,"valence"
"14",6,30,1208,1,0,"life"
"14",6,31,1337,0,1,"life"
"14",6,32,740,1,0,"valence"
"14",6,33,1671,1,0,"life"
"14",6,34,660,1,0,"valence"
"14",6,35,779,1,0,"life"
"14",6,36,381,1,1,"valence"
"14",6,37,735,1,0,"life"
"14",6,38,835,0,0,"life"
"14",6,39,563,0,0,"life"
"14",6,40,541,1,0,"valence"
"14",6,41,809,0,0,"valence"
"14",6,42,859,0,0,"valence"
"14",6,43,841,1,0,"life"
"14",6,44,1066,1,0,"valence"
"14",6,45,720,0,0,"valence"
"14",6,46,692,0,0,"valence"
"14",6,47,1369,1,0,"life"
"14",6,48,1636,0,0,"life"
"14",6,49,482,1,0,"valence"
"14",6,50,496,0,1,"valence"
"14",6,51,766,1,0,"life"
"14",6,52,640,0,0,"life"
"14",6,53,952,1,0,"valence"
"14",6,54,1715,0,0,"valence"
"14",6,55,494,0,0,"valence"
"14",6,56,525,0,0,"valence"
"14",6,57,793,1,0,"life"
"14",6,58,1274,1,0,"valence"
"14",6,59,648,0,0,"valence"
"14",6,60,752,1,0,"life"
"14",6,61,530,1,0,"valence"
"14",6,62,2687,1,0,"life"
"14",6,63,372,1,0,"valence"
"14",6,64,679,1,0,"life"
"14",6,65,1117,1,0,"valence"
"14",6,66,656,1,0,"life"
"14",6,67,712,0,0,"life"
"14",6,68,1180,1,0,"valence"
"14",6,69,2062,1,0,"life"
"14",6,70,956,0,0,"life"
"14",6,71,600,1,1,"valence"
"14",6,72,1905,1,0,"life"
"14",6,73,820,1,0,"valence"
"14",6,74,1107,1,0,"life"
"14",6,75,568,0,0,"life"
"14",6,76,756,0,0,"life"
"14",6,77,918,1,0,"valence"
"14",6,78,627,0,1,"valence"
"16",1,1,4736,1,0,"valence"
"16",1,2,3776,1,0,"life"
"16",1,3,2408,0,0,"life"
"16",1,4,3303,1,0,"valence"
"16",1,5,4001,1,0,"life"
"16",1,6,1088,0,0,"life"
"16",1,7,853,0,0,"life"
"16",1,8,2452,1,1,"valence"
"16",1,9,3217,1,0,"life"
"16",1,10,1983,1,0,"valence"
"16",1,11,784,0,0,"valence"
"16",1,12,1282,0,0,"valence"
"16",1,13,1072,0,0,"valence"
"16",1,14,1381,0,0,"valence"
"16",1,15,2640,1,0,"life"
"16",1,16,1958,1,0,"valence"
"16",1,17,967,0,0,"valence"
"16",1,18,3200,1,0,"life"
"16",1,19,1375,1,0,"valence"
"16",1,20,1849,1,0,"life"
"16",1,21,1375,1,0,"valence"
"16",1,22,1160,1,0,"life"
"16",1,23,1131,0,0,"life"
"16",1,24,942,0,0,"life"
"16",1,25,1131,0,0,"life"
"16",1,26,1390,1,0,"valence"
"16",1,27,1304,0,1,"valence"
